# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
5

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,PILVTQAVOP,0,0,1,6.123233995736766036e-17, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 5.491803278688525580e+00, 3.000000000000000000e+00, 6.999999999999999556e-01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,12,17
# x,y,z,u,w
5.557902191306576256e+00, 3.421496863636363184e+00, 6.492339318516751057e-01, 1.090909090909090828e+00, 1.904044169930654951e+00
5.558094559732528417e+00, 3.421496863636363184e+00, 6.396425211680734080e-01, 1.090909090909090828e+00, 2.000000000000000000e+00
5.544918610734834274e+00, 3.421496863636363628e+00, 6.338459189715940356e-01, 1.090909090909090828e+00, 2.095955830069344827e+00
5.523344703643998876e+00, 3.421496863636363184e+00, 6.336462596881573539e-01, 1.090909090909090828e+00, 2.276535875536843889e+00
5.495421028366129335e+00, 3.421496863636363184e+00, 6.449367174890665577e-01, 1.090909090909090828e+00, 2.584161237591246607e+00
5.466830142644987234e+00, 3.421496863636363184e+00, 6.708441129377870071e-01, 1.090909090909090828e+00, 3.000000000000000000e+00
5.445441854860561648e+00, 3.421496863636363628e+00, 7.044444772746680794e-01, 1.090909090909090828e+00, 3.415838762408752949e+00
5.433351994424155507e+00, 3.421496863636362740e+00, 7.328838264534429658e-01, 1.090909090909090828e+00, 3.723464124463156111e+00
5.427706041207715160e+00, 3.421496863636363184e+00, 7.507618498604090584e-01, 1.090909090909090828e+00, 3.904044169930655173e+00
5.425511997644521855e+00, 3.421496863636363184e+00, 7.603574788319265032e-01, 1.090909090909090828e+00, 4.000000000000000000e+00
5.402491189789659032e+00, 3.533896027272728446e+00, 7.701749417978220880e-01, 1.181818181818181657e+00, 0.000000000000000000e+00
5.410742286246442490e+00, 3.533896027272728446e+00, 7.637858538470251313e-01, 1.181818181818181657e+00, 9.595583006934514658e-02
5.427431285353433665e+00, 3.533896027272728446e+00, 7.517031244976306592e-01, 1.181818181818181657e+00, 2.765358755368439447e-01
5.456023936119064111e+00, 3.533896027272728446e+00, 7.309368874670041372e-01, 1.181818181818181657e+00, 5.841612375912467181e-01
5.494516612421093349e+00, 3.533896027272728446e+00, 7.022805183039407817e-01, 1.181818181818181657e+00, 1.000000000000000000e+00
5.533192883581569355e+00, 3.533896027272728446e+00, 6.738167419171667838e-01, 1.181818181818181657e+00, 1.415838762408753171e+00
5.561880979447770379e+00, 3.533896027272728446e+00, 6.529907794007959732e-01, 1.181818181818181657e+00, 1.723464124463156111e+00
5.577748129649609865e+00, 3.533896027272728446e+00, 6.398441219967363480e-01, 1.181818181818181657e+00, 1.904044169930654951e+00
5.581115367587390352e+00, 3.533896027272728446e+00, 6.298250582021774902e-01, 1.181818181818181657e+00, 2.000000000000000000e+00
5.568365985168396648e+00, 3.533896027272728446e+00, 6.254419606866695736e-01, 1.181818181818181657e+00, 2.095955830069344827e+00
5.545117769454940060e+00, 3.533896027272728446e+00, 6.284572268121100258e-01, 1.181818181818181657e+00, 2.276535875536843889e+00
5.511214800135225467e+00, 3.533896027272728446e+00, 6.433476719317745562e-01, 1.181818181818181657e+00, 2.584161237591246607e+00
5.471689838859708388e+00, 3.533896027272728446e+00, 6.724922180137594685e-01, 1.181818181818181657e+00, 3.000000000000000000e+00
5.437948355158180647e+00, 3.533896027272728446e+00, 7.088330692798223698e-01, 1.181818181818181657e+00, 3.415838762408752949e+00
5.416965094332269359e+00, 3.533896027272728446e+00, 7.397481383048972736e-01, 1.181818181818181657e+00, 3.723464124463156111e+00
5.406661733936019232e+00, 3.533896027272728446e+00, 7.594611016774492906e-01, 1.181818181818181657e+00, 3.904044169930655173e+00
5.402491189789659032e+00, 3.533896027272728446e+00, 7.701749417978220880e-01, 1.181818181818181657e+00, 4.000000000000000000e+00
5.382074414290748621e+00, 3.646295190909090600e+00, 7.747706981807789273e-01, 1.272727272727272485e+00, 0.000000000000000000e+00
5.392670143664992644e+00, 3.646295190909090600e+00, 7.684911767138088434e-01, 1.272727272727272485e+00, 9.595583006934514658e-02
5.414042045621846100e+00, 3.646295190909090600e+00, 7.571072537078333831e-01, 1.272727272727272485e+00, 2.765358755368439447e-01
5.449856926178147987e+00, 3.646295190909090600e+00, 7.366477827798366684e-01, 1.272727272727272485e+00, 5.841612375912467181e-01
5.496653804378270003e+00, 3.646295190909090600e+00, 7.063378147690391184e-01, 1.272727272727272485e+00, 1.000000000000000000e+00
5.542293004485915553e+00, 3.646295190909092376e+00, 6.743033555162787351e-01, 1.272727272727272485e+00, 1.415838762408753171e+00
5.575597603359269350e+00, 3.646295190909090600e+00, 6.499665571906935169e-01, 1.272727272727272485e+00, 1.723464124463156111e+00
5.594583265063779010e+00, 3.646295190909090600e+00, 6.349491690787485432e-01, 1.272727272727272485e+00, 1.904044169930654951e+00
5.601532143086300763e+00, 3.646295190909090600e+00, 6.252293018192207619e-01, 1.272727272727272485e+00, 2.000000000000000000e+00
5.589785310472388247e+00, 3.646295190909091932e+00, 6.228091125510080150e-01, 1.272727272727272485e+00, 2.095955830069344827e+00
5.565562947994756371e+00, 3.646295190909090600e+00, 6.292304675393759483e-01, 1.272727272727272485e+00, 2.276535875536843889e+00
5.526437721275076598e+00, 3.646295190909092376e+00, 6.464308369829481205e-01, 1.272727272727272485e+00, 2.584161237591246607e+00
5.476703233652176372e+00, 3.646295190909090600e+00, 6.758315543934851899e-01, 1.272727272727272485e+00, 3.000000000000000000e+00
5.431323319169798047e+00, 3.646295190909092376e+00, 7.115579016733404316e-01, 1.272727272727272485e+00, 3.415838762408752949e+00
5.402196307613673198e+00, 3.646295190909090600e+00, 7.428130967151196362e-01, 1.272727272727272485e+00, 3.723464124463156111e+00
5.387847566269127420e+00, 3.646295190909091044e+00, 7.633896575267636875e-01, 1.272727272727272485e+00, 3.904044169930655173e+00
5.382074414290748621e+00, 3.646295190909090600e+00, 7.747706981807789273e-01, 1.272727272727272485e+00, 4.000000000000000000e+00
5.365869015975454737e+00, 3.758694354545455418e+00, 7.746463254627364847e-01, 1.363636363636363535e+00, 0.000000000000000000e+00
5.377687742283312922e+00, 3.758694354545455418e+00, 7.680177735160511610e-01, 1.363636363636363535e+00, 9.595583006934514658e-02
5.401561826570603131e+00, 3.758694354545455418e+00, 7.561955229086576580e-01, 1.363636363636363535e+00, 2.765358755368439447e-01
5.441859883928664487e+00, 3.758694354545455418e+00, 7.353259749947222979e-01, 1.363636363636363535e+00, 5.841612375912467181e-01
5.495142272713167131e+00, 3.758694354545455418e+00, 7.049255060703563114e-01, 1.363636363636363535e+00, 1.000000000000000000e+00
5.547657176123370171e+00, 3.758694354545454530e+00, 6.732102898376770561e-01, 1.363636363636363535e+00, 1.415838762408753171e+00
5.586294319004116105e+00, 3.758694354545455418e+00, 6.493998005991560296e-01, 1.363636363636363535e+00, 1.723464124463156111e+00
5.608640028698214763e+00, 3.758694354545455418e+00, 6.348981851438451063e-01, 1.363636363636363535e+00, 1.904044169930654951e+00
5.617737541401597312e+00, 3.758694354545455418e+00, 6.253536745372634265e-01, 1.363636363636363535e+00, 2.000000000000000000e+00
5.604778994369361556e+00, 3.758694354545455418e+00, 6.228726829410288213e-01, 1.363636363636363535e+00, 2.095955830069344827e+00
5.578036786912594636e+00, 3.758694354545455418e+00, 6.290642861512680817e-01, 1.363636363636363535e+00, 2.276535875536843889e+00
5.534355691656465126e+00, 3.758694354545454530e+00, 6.458717221777453554e-01, 1.363636363636363535e+00, 2.584161237591246607e+00
5.478144261881917387e+00, 3.758694354545455418e+00, 6.749094794254698604e-01, 1.363636363636363535e+00, 3.000000000000000000e+00
5.425855423698129343e+00, 3.758694354545454530e+00, 7.105028342468944214e-01, 1.363636363636363535e+00, 3.415838762408752949e+00
5.391197635022006551e+00, 3.758694354545455418e+00, 7.419406034000984862e-01, 1.363636363636363535e+00, 3.723464124463156111e+00
5.373413904680385933e+00, 3.758694354545455418e+00, 7.628817621914488756e-01, 1.363636363636363535e+00, 3.904044169930655173e+00
5.365869015975454737e+00, 3.758694354545455418e+00, 7.746463254627364847e-01, 1.363636363636363535e+00, 4.000000000000000000e+00
5.355320245092542564e+00, 3.871093518181818904e+00, 7.704924105345645202e-01, 1.454545454545454364e+00, 0.000000000000000000e+00
5.367929566595063484e+00, 3.871093518181818904e+00, 7.639531638382897061e-01, 1.454545454545454364e+00, 9.595583006934514658e-02
5.393392943277982354e+00, 3.871093518181818460e+00, 7.524864128542652075e-01, 1.454545454545454364e+00, 2.765358755368439447e-01
5.436563308054444654e+00, 3.871093518181819348e+00, 7.325003132513328019e-01, 1.454545454545454364e+00, 5.841612375912467181e-01
5.494054659018614117e+00, 3.871093518181818904e+00, 7.036902338706514382e-01, 1.454545454545454364e+00, 1.000000000000000000e+00
5.551051860381420511e+00, 3.871093518181819348e+00, 6.739114213955457178e-01, 1.454545454545454364e+00, 1.415838762408753171e+00
5.593158832101989830e+00, 3.871093518181819348e+00, 6.517727101342241092e-01, 1.454545454545454364e+00, 1.723464124463156111e+00
5.617686992735776208e+00, 3.871093518181819348e+00, 6.384289623867718255e-01, 1.454545454545454364e+00, 1.904044169930654951e+00
5.628286312284510373e+00, 3.871093518181818904e+00, 6.295075894654356130e-01, 1.454545454545454364e+00, 2.000000000000000000e+00
5.614708701739817620e+00, 3.871093518181818904e+00, 6.268080171027720082e-01, 1.454545454545454364e+00, 2.095955830069344827e+00
5.586529529182703513e+00, 3.871093518181817572e+00, 6.321995648855207595e-01, 1.454545454545454364e+00, 2.276535875536843889e+00
5.540090594611167596e+00, 3.871093518181819348e+00, 6.475530254579493494e-01, 1.454545454545454364e+00, 2.584161237591246607e+00
5.479782361328258133e+00, 3.871093518181818904e+00, 6.746538514618642957e-01, 1.454545454545454364e+00, 3.000000000000000000e+00
5.422928577927468297e+00, 3.871093518181819348e+00, 7.083774145146024548e-01, 1.454545454545454364e+00, 3.415838762408752949e+00
5.384450020006728010e+00, 3.871093518181818904e+00, 7.385510100007911527e-01, 1.454545454545454364e+00, 3.723464124463156111e+00
5.364195937309756523e+00, 3.871093518181818904e+00, 7.588958991820352606e-01, 1.454545454545454364e+00, 3.904044169930655173e+00
5.355320245092542564e+00, 3.871093518181818904e+00, 7.704924105345645202e-01, 1.454545454545454364e+00, 4.000000000000000000e+00
5.350889031298154741e+00, 3.983492681818182390e+00, 7.634705104854867530e-01, 1.545454545454545192e+00, 0.000000000000000000e+00
5.363749907115994198e+00, 3.983492681818182390e+00, 7.572658974190022985e-01, 1.545454545454545192e+00, 9.595583006934514658e-02
5.389712444319863849e+00, 3.983492681818181058e+00, 7.465836388439411886e-01, 1.545454545454545192e+00, 2.765358755368439447e-01
5.433884129890563131e+00, 3.983492681818182390e+00, 7.282491265693100679e-01, 1.545454545454545192e+00, 5.841612375912467181e-01
5.493041584382499565e+00, 3.983492681818182390e+00, 7.021742098147412126e-01, 1.545454545454545192e+00, 1.000000000000000000e+00
5.551952673970280472e+00, 3.983492681818182390e+00, 6.755445550500022156e-01, 1.545454545454545192e+00, 1.415838762408753171e+00
5.595601245273609692e+00, 3.983492681818182390e+00, 6.559955361678574404e-01, 1.545454545454545192e+00, 1.723464124463156111e+00
5.621158084221967499e+00, 3.983492681818182390e+00, 6.443768748828160309e-01, 1.545454545454545192e+00, 1.904044169930654951e+00
5.632717526078895531e+00, 3.983492681818182390e+00, 6.365294895145131582e-01, 1.545454545454545192e+00, 2.000000000000000000e+00
5.619054161689414073e+00, 3.983492681818182390e+00, 6.337624814643968429e-01, 1.545454545454545192e+00, 2.095955830069344827e+00
5.590636338615120771e+00, 3.983492681818181058e+00, 6.381852128441484195e-01, 1.545454545454545192e+00, 2.276535875536843889e+00
5.543462876678906248e+00, 3.983492681818182390e+00, 6.515255963071520107e-01, 1.545454545454545192e+00, 2.584161237591246607e+00
5.481735729147573011e+00, 3.983492681818182390e+00, 6.756383835430742613e-01, 1.545454545454545192e+00, 3.000000000000000000e+00
5.422902858795058734e+00, 3.983492681818182390e+00, 7.061153736934075997e-01, 1.545454545454545192e+00, 3.415838762408752949e+00
5.382408831991249976e+00, 3.983492681818182390e+00, 7.337306454402293676e-01, 1.545454545454545192e+00, 3.723464124463156111e+00
5.360660089831412733e+00, 3.983492681818182390e+00, 7.525720894516138015e-01, 1.545454545454545192e+00, 3.904044169930655173e+00
5.350889031298154741e+00, 3.983492681818182390e+00, 7.634705104854867530e-01, 1.545454545454545192e+00, 4.000000000000000000e+00
5.347961365125683209e+00, 4.095891845454544544e+00, 7.565229198815015543e-01, 1.636363636363636020e+00, 0.000000000000000000e+00
5.360967799846130255e+00, 4.095891845454544544e+00, 7.506476403241604256e-01, 1.636363636363636020e+00, 9.595583006934514658e-02
5.387207276072287776e+00, 4.095891845454544544e+00, 7.407081194560178883e-01, 1.636363636363636020e+00, 2.765358755368439447e-01
5.431977423202090094e+00, 4.095891845454544544e+00, 7.239595631876794002e-01, 1.636363636363636020e+00, 5.841612375912467181e-01
5.492208307111400956e+00, 4.095891845454544544e+00, 7.005640268908203128e-01, 1.636363636363636020e+00, 1.000000000000000000e+00
5.552391738692588952e+00, 4.095891845454544544e+00, 6.770458951925758528e-01, 1.636363636363636020e+00, 1.415838762408753171e+00
5.597072214571413795e+00, 4.095891845454544544e+00, 6.600595266415255624e-01, 1.636363636363636020e+00, 1.723464124463156111e+00
5.623325919080873092e+00, 4.095891845454544544e+00, 6.501564038330379658e-01, 1.636363636363636020e+00, 1.904044169930654951e+00
5.635645192251367952e+00, 4.095891845454544544e+00, 6.434770801184983569e-01, 1.636363636363636020e+00, 2.000000000000000000e+00
5.621932794306526482e+00, 4.095891845454544544e+00, 6.408196352249696526e-01, 1.636363636363636020e+00, 2.095955830069344827e+00
5.593518473338749963e+00, 4.095891845454544544e+00, 6.444571808358792175e-01, 1.636363636363636020e+00, 2.276535875536843889e+00
5.546074481098173692e+00, 4.095891845454544544e+00, 6.559814704158816179e-01, 1.636363636363636020e+00, 2.584161237591246607e+00
5.483589401349294512e+00, 4.095891845454544544e+00, 6.772303926801841456e-01, 1.636363636363636020e+00, 3.000000000000000000e+00
5.423461954880382407e+00, 4.095891845454544544e+00, 7.044223970787137912e-01, 1.636363636363636020e+00, 3.415838762408752949e+00
5.381463614091081205e+00, 4.095891845454544544e+00, 7.293047897963278459e-01, 1.636363636363636020e+00, 3.723464124463156111e+00
5.358505404749105416e+00, 4.095891845454544544e+00, 7.464567011812400787e-01, 1.636363636363636020e+00, 3.904044169930655173e+00
5.347961365125683209e+00, 4.095891845454544544e+00, 7.565229198815015543e-01, 1.636363636363636020e+00, 4.000000000000000000e+00
5.345613339992230095e+00, 4.208291009090910251e+00, 7.501373968848208396e-01, 1.727272727272727071e+00, 0.000000000000000000e+00
5.358786446413258631e+00, 4.208291009090910251e+00, 7.446546357719177056e-01, 1.727272727272727071e+00, 9.595583006934514658e-02
5.385297223784444753e+00, 4.208291009090910251e+00, 7.354901672190001793e-01, 1.727272727272727071e+00, 2.765358755368439447e-01
5.430598352343603885e+00, 4.208291009090910251e+00, 7.202809474319442629e-01, 1.727272727272727071e+00, 5.841612375912467181e-01
5.491719308900182561e+00, 4.208291009090910251e+00, 6.993794237298878169e-01, 1.727272727272727071e+00, 1.000000000000000000e+00
5.552905443926305473e+00, 4.208291009090911139e+00, 6.786698750044793949e-01, 1.727272727272727071e+00, 1.415838762408753171e+00
5.598361309325939672e+00, 4.208291009090911139e+00, 6.639304517314723597e-01, 1.727272727272727071e+00, 1.723464124463156111e+00
5.625113727558179733e+00, 4.208291009090910251e+00, 6.554946128318044352e-01, 1.727272727272727071e+00, 1.904044169930654951e+00
5.637993217384822842e+00, 4.208291009090910251e+00, 6.498626031151792937e-01, 1.727272727272727071e+00, 2.000000000000000000e+00
5.624197361895600267e+00, 4.208291009090910251e+00, 6.474753294260983116e-01, 1.727272727272727071e+00, 2.095955830069344827e+00
5.595843099470929616e+00, 4.208291009090912027e+00, 6.505832830120742427e-01, 1.727272727272727071e+00, 2.276535875536843889e+00
5.548282360341199038e+00, 4.208291009090910251e+00, 6.606310974634543864e-01, 1.727272727272727071e+00, 2.584161237591246607e+00
5.485290998938396001e+00, 4.208291009090910251e+00, 6.793414048580957987e-01, 1.727272727272727071e+00, 3.000000000000000000e+00
5.424162606348948756e+00, 4.208291009090910251e+00, 7.034329001102506140e-01, 1.727272727272727071e+00, 3.415838762408752949e+00
5.380907192465505418e+00, 4.208291009090910251e+00, 7.255991967598653947e-01, 1.727272727272727071e+00, 3.723464124463156111e+00
5.356882793906954099e+00, 4.208291009090910251e+00, 7.409910768603663600e-01, 1.727272727272727071e+00, 3.904044169930655173e+00
5.345613339992230095e+00, 4.208291009090910251e+00, 7.501373968848208396e-01, 1.727272727272727071e+00, 4.000000000000000000e+00
5.343757650990399455e+00, 4.320690172727273293e+00, 7.443609088870692947e-01, 1.818181818181817899e+00, 0.000000000000000000e+00
5.357138321372760359e+00, 4.320690172727273293e+00, 7.394032802228068801e-01, 1.818181818181817899e+00, 9.595583006934514658e-02
5.383931840745262321e+00, 4.320690172727273293e+00, 7.311217653464858746e-01, 1.818181818181817899e+00, 2.765358755368439447e-01
5.429716206623226071e+00, 4.320690172727273293e+00, 7.174737327602798143e-01, 1.818181818181817899e+00, 5.841612375912467181e-01
5.491569456343816213e+00, 4.320690172727273293e+00, 6.989025518763612999e-01, 1.818181818181817899e+00, 1.000000000000000000e+00
5.553516548835851552e+00, 4.320690172727272405e+00, 6.806479662401739850e-01, 1.818181818181817899e+00, 1.415838762408753171e+00
5.599515859132439211e+00, 4.320690172727273293e+00, 6.677446469231803627e-01, 1.818181818181817899e+00, 1.723464124463156111e+00
5.626590957957832373e+00, 4.320690172727273293e+00, 6.604338282958547302e-01, 1.818181818181817899e+00, 1.904044169930654951e+00
5.639848906386651706e+00, 4.320690172727273293e+00, 6.556390911129306165e-01, 1.818181818181817899e+00, 2.000000000000000000e+00
5.625928494135676416e+00, 4.320690172727273293e+00, 6.537846513193183995e-01, 1.818181818181817899e+00, 2.095955830069344827e+00
5.597694881723908722e+00, 4.320690172727274181e+00, 6.567283627966848947e-01, 1.818181818181817899e+00, 2.276535875536843889e+00
5.550173420168446725e+00, 4.320690172727273293e+00, 6.657472594795492693e-01, 1.818181818181817899e+00, 2.584161237591246607e+00
5.486918325985470801e+00, 4.320690172727273293e+00, 6.823003378024289356e-01, 1.818181818181817899e+00, 3.000000000000000000e+00
5.425051812297409626e+00, 4.320690172727273293e+00, 7.034462255684779119e-01, 1.818181818181817899e+00, 3.415838762408752949e+00
5.380739238905003496e+00, 4.320690172727273293e+00, 7.228277961895464010e-01, 1.818181818181817899e+00, 3.723464124463156111e+00
5.355746172405935646e+00, 4.320690172727273293e+00, 7.362992475462131203e-01, 1.818181818181817899e+00, 3.904044169930655173e+00
5.343757650990399455e+00, 4.320690172727273293e+00, 7.443609088870692947e-01, 1.818181818181817899e+00, 4.000000000000000000e+00
5.342315995944780127e+00, 4.433089336363634558e+00, 7.392276514161972845e-01, 1.909090909090908728e+00, 0.000000000000000000e+00
5.355946608684776677e+00, 4.433089336363634558e+00, 7.350035340563362274e-01, 1.909090909090908728e+00, 9.595583006934514658e-02
5.383039663565044819e+00, 4.433089336363634558e+00, 7.277896682882278867e-01, 1.909090909090908728e+00, 2.765358755368439447e-01
5.429271840427807305e+00, 4.433089336363634558e+00, 7.157935636600698537e-01, 1.909090909090908728e+00, 5.841612375912467181e-01
5.491724072204000606e+00, 4.433089336363634558e+00, 6.994116655259258186e-01, 1.909090909090908728e+00, 1.000000000000000000e+00
5.554223253444214414e+00, 4.433089336363636335e+00, 6.832101514511493834e-01, 1.909090909090908728e+00, 1.415838762408753171e+00
5.600563975384099002e+00, 4.433089336363636335e+00, 6.716410831095266376e-01, 1.909090909090908728e+00, 1.723464124463156111e+00
5.627809079678513626e+00, 4.433089336363634558e+00, 6.650230708683891878e-01, 1.909090909090908728e+00, 1.904044169930654951e+00
5.641290561432271033e+00, 4.433089336363634558e+00, 6.607723485838026267e-01, 1.909090909090908728e+00, 2.000000000000000000e+00
5.627231816656404817e+00, 4.433089336363636335e+00, 6.598282005706247455e-01, 1.909090909090908728e+00, 2.095955830069344827e+00
5.599182257160657983e+00, 4.433089336363634558e+00, 6.630758103732408149e-01, 1.909090909090908728e+00, 2.276535875536843889e+00
5.551835409829211088e+00, 4.433089336363634558e+00, 6.716150634128500441e-01, 1.909090909090908728e+00, 2.584161237591246607e+00
5.488514336136205429e+00, 4.433089336363634558e+00, 6.864488561219491691e-01, 1.909090909090908728e+00, 3.000000000000000000e+00
5.426118727661574326e+00, 4.433089336363635447e+00, 7.047796490682708415e-01, 1.909090909090908728e+00, 3.415838762408752949e+00
5.380908335487657013e+00, 4.433089336363634558e+00, 7.212231600967866640e-01, 1.909090909090908728e+00, 3.723464124463156111e+00
5.355024433182325794e+00, 4.433089336363634558e+00, 7.325148574110745825e-01, 1.909090909090908728e+00, 3.904044169930655173e+00
5.342315995944780127e+00, 4.433089336363634558e+00, 7.392276514161972845e-01, 1.909090909090908728e+00, 4.000000000000000000e+00
5.393921226246986222e+00, 4.545488500000001153e+00, 7.225978523908356266e-01, 1.999999999999999556e+00, 0.000000000000000000e+00
5.402962618520819937e+00, 4.545488500000001153e+00, 7.205158710920468446e-01, 1.999999999999999556e+00, 9.595583006934514658e-02
5.420778255798983203e+00, 4.545488500000001153e+00, 7.166911057136112762e-01, 1.999999999999999556e+00, 2.765358755368439447e-01
5.451105122016091542e+00, 4.545488500000000265e+00, 7.100705551144403938e-01, 1.999999999999999556e+00, 5.841612375912467181e-01
5.492021372610257579e+00, 4.545488500000001153e+00, 7.007679137189182228e-01, 1.999999999999999556e+00, 1.000000000000000000e+00
5.532894965514318031e+00, 4.545488499999999377e+00, 6.912791336718120405e-01, 1.999999999999999556e+00, 1.415838762408753171e+00
5.563128103423142790e+00, 4.545488500000000265e+00, 6.842425935755519495e-01, 1.999999999999999556e+00, 1.723464124463156111e+00
5.580861556242487254e+00, 4.545488500000001153e+00, 6.800535510415182117e-01, 1.999999999999999556e+00, 1.904044169930654951e+00
5.589685331130064938e+00, 4.545488500000001153e+00, 6.774021476091642846e-01, 1.999999999999999556e+00, 2.000000000000000000e+00
5.580488864776392610e+00, 4.545488500000001153e+00, 6.777026736266443807e-01, 1.999999999999999556e+00, 2.095955830069344827e+00
5.562421828960594006e+00, 4.545488500000000265e+00, 6.803793876586634592e-01, 1.999999999999999556e+00, 2.276535875536843889e+00
5.531825493037421992e+00, 4.545488499999998488e+00, 6.860394968519292203e-01, 1.999999999999999556e+00, 2.584161237591246607e+00
5.490705299217103708e+00, 4.545488500000001153e+00, 6.948857532991008501e-01, 1.999999999999999556e+00, 3.000000000000000000e+00
5.449889580145157453e+00, 4.545488500000001153e+00, 7.050418336006387676e-01, 1.999999999999999556e+00, 3.415838762408752949e+00
5.419994026107932683e+00, 4.545488500000001153e+00, 7.136665845163656652e-01, 1.999999999999999556e+00, 3.723464124463156111e+00
5.402637210578987492e+00, 4.545488500000001153e+00, 7.193543765732057782e-01, 1.999999999999999556e+00, 3.904044169930655173e+00
5.393921226246986222e+00, 4.545488500000001153e+00, 7.225978523908356266e-01, 1.999999999999999556e+00, 4.000000000000000000e+00
SURFACE_FACE,11,16
# nx,ny,nz,area
6.884681204289407885e-01, 4.789627417390913966e-02, 7.236833520769281325e-01, 7.980057092662727353e-04
